,Unnamed: 0,Codigo,Disciplina,Turma,Vagas Ofe,Dia,Horario,Docente,Inicio,Fim
3087,3348,ENFB19,EDUCAÇÃO EM SAÚDE,010600,8,SEG,09:45 às 12:30,Docente não informado pelo Departamento,09:45,12:30
3088,3349,ENFB19,EDUCAÇÃO EM SAÚDE,010600,8,CMB,00:00 às 00:00,Tiago Parada Costa Silva,00:00,00:00
3089,3350,ENFB19,EDUCAÇÃO EM SAÚDE,010700,7,SEG,07:55 às 09:45,Daniela Gomes dos Santos Biscarde,07:55,09:45
3090,3351,ENFB19,EDUCAÇÃO EM SAÚDE,010700,7,SEG,07:55 às 09:45,Jose Lucio Costa Ramos,07:55,09:45
3091,3352,ENFB19,EDUCAÇÃO EM SAÚDE,010700,7,SEG,09:45 às 12:30,Maria Aladilce de Souza,09:45,12:30
3092,3353,ENFB19,EDUCAÇÃO EM SAÚDE,010800,8,SEG,07:55 às 09:45,Daniela Gomes dos Santos Biscarde,07:55,09:45
3093,3354,ENFB19,EDUCAÇÃO EM SAÚDE,010800,8,SEG,07:55 às 09:45,Jose Lucio Costa Ramos,07:55,09:45
3094,3355,ENFB19,EDUCAÇÃO EM SAÚDE,010800,8,SEG,09:45 às 12:30,Docente não informado pelo Departamento,09:45,12:30
3095,3356,ENFB19,EDUCAÇÃO EM SAÚDE,010800,8,CMB,00:00 às 00:00,Maria Aladilce de Souza,00:00,00:00
3096,3357,ENFB19,EDUCAÇÃO EM SAÚDE,010900,7,SEG,07:55 às 09:45,Daniela Gomes dos Santos Biscarde,07:55,09:45
3097,3358,ENFB19,EDUCAÇÃO EM SAÚDE,010900,7,SEG,07:55 às 09:45,Jose Lucio Costa Ramos,07:55,09:45
3098,3359,ENFB19,EDUCAÇÃO EM SAÚDE,010900,7,SEG,09:45 às 12:30,Maria Carolina Ortiz Whitaker,09:45,12:30
3099,3360,ENFB19,EDUCAÇÃO EM SAÚDE,010900,7,CMB,00:00 às 00:00,Docente não informado pelo Departamento,00:00,00:00
3100,3361,ENFB19,EDUCAÇÃO EM SAÚDE,011000,8,SEG,07:55 às 09:45,Daniela Gomes dos Santos Biscarde,07:55,09:45
3101,3362,ENFB19,EDUCAÇÃO EM SAÚDE,011000,8,SEG,07:55 às 09:45,Jose Lucio Costa Ramos,07:55,09:45
3102,3363,ENFB19,EDUCAÇÃO EM SAÚDE,011000,8,SEG,09:45 às 12:30,Docente não informado pelo Departamento,09:45,12:30
3103,3364,ENFB19,EDUCAÇÃO EM SAÚDE,011000,8,CMB,00:00 às 00:00,Maria Carolina Ortiz Whitaker,00:00,00:00
3104,3365,ENFB20,ESTÁGIO CURRICULAR I,000001,4,SEG,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3105,3366,ENFB20,ESTÁGIO CURRICULAR I,000001,4,TER,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3106,3367,ENFB20,ESTÁGIO CURRICULAR I,000001,4,QUA,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3107,3368,ENFB20,ESTÁGIO CURRICULAR I,000001,4,QUI,07:00 às 12:30,Claudia Silva Marinho,07:00,12:30
3108,3369,ENFB20,ESTÁGIO CURRICULAR I,000001,4,SEX,07:00 às 08:50,Claudia Silva Marinho,07:00,08:50
3109,3370,ENFB20,ESTÁGIO CURRICULAR I,000002,4,SEG,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3110,3371,ENFB20,ESTÁGIO CURRICULAR I,000002,4,TER,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3111,3372,ENFB20,ESTÁGIO CURRICULAR I,000002,4,QUA,07:00 às 12:30,Margareth Queiroz Brito Trabuco,07:00,12:30
3112,3373,ENFB20,ESTÁGIO CURRICULAR I,000002,4,QUI,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3113,3374,ENFB20,ESTÁGIO CURRICULAR I,000002,4,SEX,07:00 às 08:50,Margareth Queiroz Brito Trabuco,07:00,08:50
3114,3375,ENFB20,ESTÁGIO CURRICULAR I,000003,3,SEG,07:00 às 12:30,Rose Ana Rios David,07:00,12:30
3115,3376,ENFB20,ESTÁGIO CURRICULAR I,000003,3,TER,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3116,3377,ENFB20,ESTÁGIO CURRICULAR I,000003,3,QUA,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3117,3378,ENFB20,ESTÁGIO CURRICULAR I,000003,3,QUI,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3118,3379,ENFB20,ESTÁGIO CURRICULAR I,000003,3,SEX,07:00 às 08:50,Docente não informado pelo Departamento,07:00,08:50
3119,3380,ENFB20,ESTÁGIO CURRICULAR I,000003,3,CMB,00:00 às 00:00,Docente em Lotação Provisória,00:00,00:00
3120,3381,ENFB20,ESTÁGIO CURRICULAR I,000004,2,SEG,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3121,3382,ENFB20,ESTÁGIO CURRICULAR I,000004,2,TER,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3122,3383,ENFB20,ESTÁGIO CURRICULAR I,000004,2,TER,07:00 às 12:30,Rosana Maria de Oliveira Silva,07:00,12:30
3123,3384,ENFB20,ESTÁGIO CURRICULAR I,000004,2,QUA,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3124,3385,ENFB20,ESTÁGIO CURRICULAR I,000004,2,QUI,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3125,3386,ENFB20,ESTÁGIO CURRICULAR I,000004,2,SEX,07:00 às 08:50,Docente não informado pelo Departamento,07:00,08:50
3126,3387,ENFB21,ESTÁGIO CURRICULAR II,000001,4,SEG,07:00 às 12:30,Karina Araujo Pinto,07:00,12:30
3127,3388,ENFB21,ESTÁGIO CURRICULAR II,000001,4,QUI,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3128,3389,ENFB21,ESTÁGIO CURRICULAR II,000001,4,SEX,07:00 às 08:50,Karina Araujo Pinto,07:00,08:50
3129,3390,ENFB21,ESTÁGIO CURRICULAR II,000002,4,TER,07:00 às 12:30,Maria Enoy Neves Gusmao,07:00,12:30
3130,3391,ENFB21,ESTÁGIO CURRICULAR II,000002,4,QUA,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3131,3392,ENFB21,ESTÁGIO CURRICULAR II,000002,4,SEX,07:00 às 08:50,Maria Enoy Neves Gusmao,07:00,08:50
3132,3393,ENFB21,ESTÁGIO CURRICULAR II,000003,4,SEG,07:00 às 12:30,Docente não informado pelo Departamento,07:00,12:30
3133,3394,ENFB21,ESTÁGIO CURRICULAR II,000003,4,QUA,07:00 às 12:30,Ester de Almeida Souza,07:00,12:30
3134,3395,ENFB21,ESTÁGIO CURRICULAR II,000003,4,SEX,07:00 às 08:50,Ester de Almeida Souza,07:00,08:50
3135,3396,ENFB21,ESTÁGIO CURRICULAR II,000004,3,QUI,07:00 às 12:30,Jose Lucio Costa Ramos,07:00,12:30
3136,3397,ENFB35,ACCS:CUIDADOTECA-cuidado transdisciplinar do corpo...,000100,10,SEX,07:55 às 11:35,Maria Teresa Brito Mariotti de Santana,07:55,11:35
3137,3398,ENFB35,ACCS:CUIDADOTECA-cuidado transdisciplinar do corpo...,000100,10,CMB,00:00 às 00:00,Maria Teresa Brito Mariotti de Santana,00:00,00:00
3138,3399,ENFB89,ACCS: TECNOLOGIAS SOCIAIS E SAÚDE:PROMOÇÃO DO DESENVOLVIMENT,000100,4,QUA,13:55 às 17:35,Docente não informado pelo Departamento,13:55,17:35
3139,3400,ENFB89,ACCS: TECNOLOGIAS SOCIAIS E SAÚDE:PROMOÇÃO DO DESENVOLVIMENT,000100,4,QUA,13:55 às 17:35,Josielson Costa da Silva,13:55,17:35
3140,3401,ENFB89,ACCS: TECNOLOGIAS SOCIAIS E SAÚDE:PROMOÇÃO DO DESENVOLVIMENT,000100,4,QUA,13:55 às 17:35,Climene Laura de Camargo,13:55,17:35
3141,3402,ENFB89,ACCS: TECNOLOGIAS SOCIAIS E SAÚDE:PROMOÇÃO DO DESENVOLVIMENT,000100,4,QUA,13:55 às 17:35,Maria Carolina Ortiz Whitaker,13:55,17:35
3142,3403,ENFB89,ACCS: TECNOLOGIAS SOCIAIS E SAÚDE:PROMOÇÃO DO DESENVOLVIMENT,000100,4,CMB,00:00 às 00:00,Climene Laura de Camargo,00:00,00:00
3143,3404,ENFC27,SEMINÁRIOS DE ÉTICA E BIOÉTICA IA,020000,28,QUA,10:40 às 11:35,Tatiane Araujo dos Santos,10:40,11:35
3144,3405,ENFC27,SEMINÁRIOS DE ÉTICA E BIOÉTICA IA,020000,28,CMB,00:00 às 00:00,Tatiane Araujo dos Santos,00:00,00:00
3145,3406,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010100,5,QUI,07:00 às 09:45,Rose Ana Rios David,07:00,09:45
3146,3407,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010100,5,QUI,07:00 às 09:45,Mariana de Almeida Moraes,07:00,09:45
3147,3408,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010100,5,QUI,09:45 às 12:30,Fernanda Carneiro Mussi,09:45,12:30
3148,3409,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010200,5,QUI,07:00 às 09:45,Rose Ana Rios David,07:00,09:45
3149,3410,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010200,5,QUI,07:00 às 09:45,Mariana de Almeida Moraes,07:00,09:45
3150,3411,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010200,5,QUI,09:45 às 12:30,Fernanda Cajuhy dos Santos,09:45,12:30
3151,3412,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010300,5,QUI,07:00 às 09:45,Rose Ana Rios David,07:00,09:45
3152,3413,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010300,5,QUI,07:00 às 09:45,Mariana de Almeida Moraes,07:00,09:45
3153,3414,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010300,5,QUI,09:45 às 12:30,Raimeyre Marques Torres,09:45,12:30
3154,3415,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010400,5,QUI,07:00 às 09:45,Rose Ana Rios David,07:00,09:45
3155,3416,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010400,5,QUI,07:00 às 09:45,Mariana de Almeida Moraes,07:00,09:45
3156,3417,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010400,5,QUI,09:45 às 12:30,Rose Ana Rios David,09:45,12:30
3157,3418,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010500,5,QUI,07:00 às 09:45,Rose Ana Rios David,07:00,09:45
3158,3419,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010500,5,QUI,07:00 às 09:45,Mariana de Almeida Moraes,07:00,09:45
3159,3421,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010600,5,QUI,07:00 às 09:45,Rose Ana Rios David,07:00,09:45
3160,3422,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010600,5,QUI,07:00 às 09:45,Mariana de Almeida Moraes,07:00,09:45
3161,3423,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010600,5,QUI,09:45 às 12:30,Docente não informado pelo Departamento,09:45,12:30
3162,3424,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010600,5,CMB,00:00 às 00:00,Rose Ana Rios David,00:00,00:00
3163,3425,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010700,5,QUI,07:00 às 09:45,Rose Ana Rios David,07:00,09:45
3164,3426,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010700,5,QUI,07:00 às 09:45,Mariana de Almeida Moraes,07:00,09:45
3165,3427,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010700,5,QUI,09:45 às 12:30,Docente não informado pelo Departamento,09:45,12:30
3166,3428,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010700,5,CMB,00:00 às 00:00,Mariana de Almeida Moraes,00:00,00:00
3167,3429,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010800,5,QUI,07:00 às 09:45,Rose Ana Rios David,07:00,09:45
3168,3430,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010800,5,QUI,07:00 às 09:45,Mariana de Almeida Moraes,07:00,09:45
3169,3431,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010800,5,QUI,09:45 às 12:30,Docente não informado pelo Departamento,09:45,12:30
3170,3432,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010800,5,CMB,00:00 às 00:00,Fernanda Cajuhy dos Santos,00:00,00:00
3171,3433,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010900,5,QUI,07:00 às 09:45,Rose Ana Rios David,07:00,09:45
3172,3434,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010900,5,QUI,07:00 às 09:45,Mariana de Almeida Moraes,07:00,09:45
3173,3435,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010900,5,QUI,09:45 às 12:30,Docente não informado pelo Departamento,09:45,12:30
3174,3436,ENFC28,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL I,010900,5,CMB,00:00 às 00:00,Raimeyre Marques Torres,00:00,00:00
3175,3437,ENFC29,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA I,010100,9,QUA,07:00 às 09:45,Selma Ramos de Cerqueira,07:00,09:45
3176,3438,ENFC29,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA I,010100,9,QUA,07:00 às 09:45,Ednir Assis Souza,07:00,09:45
3177,3440,ENFC29,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA I,010200,9,QUA,07:00 às 09:45,Selma Ramos de Cerqueira,07:00,09:45
3178,3441,ENFC29,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA I,010200,9,QUA,07:00 às 09:45,Ednir Assis Souza,07:00,09:45
3179,3442,ENFC29,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA I,010200,9,QUA,09:45 às 12:30,Selma Ramos de Cerqueira,09:45,12:30
3180,3443,ENFC29,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA I,010300,9,QUA,07:00 às 09:45,Selma Ramos de Cerqueira,07:00,09:45
3181,3444,ENFC29,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA I,010300,9,QUA,07:00 às 09:45,Ednir Assis Souza,07:00,09:45
3182,3445,ENFC29,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA I,010300,9,QUA,09:45 às 12:30,Giselle Alves da Silva Teixeira,09:45,12:30
3183,3446,ENFC29,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA I,010400,8,QUA,07:00 às 09:45,Selma Ramos de Cerqueira,07:00,09:45
3184,3447,ENFC29,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA I,010400,8,QUA,07:00 às 09:45,Ednir Assis Souza,07:00,09:45
3185,3448,ENFC29,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA I,010400,8,QUA,09:45 às 12:30,Thiala Maria Carneiro de Almeida,09:45,12:30
3186,3449,ENFC30,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL II,010100,5,TER,07:00 às 08:50,Claudia Geovana da Silva Pires,07:00,08:50
3187,3451,ENFC30,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL II,010200,5,TER,07:00 às 08:50,Claudia Geovana da Silva Pires,07:00,08:50
3188,3452,ENFC30,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL II,010200,5,TER,08:50 às 12:30,Virginia Ramos dos Santos Souza,08:50,12:30
3189,3453,ENFC30,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL II,010300,5,TER,07:00 às 08:50,Claudia Geovana da Silva Pires,07:00,08:50
3190,3454,ENFC30,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL II,010300,5,TER,08:50 às 12:30,Mariana de Almeida Moraes,08:50,12:30
3191,3455,ENFC30,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL II,010400,5,TER,07:00 às 08:50,Claudia Geovana da Silva Pires,07:00,08:50
3192,3456,ENFC30,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL II,010400,5,TER,08:50 às 12:30,Elieusa e Silva Sampaio,08:50,12:30
3193,3457,ENFC30,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL II,010500,5,TER,07:00 às 08:50,Claudia Geovana da Silva Pires,07:00,08:50
3194,3458,ENFC30,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL II,010500,5,TER,08:50 às 12:30,Alyne Henri Motta Coifman,08:50,12:30
3195,3459,ENFC30,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL II,010600,5,TER,07:00 às 08:50,Claudia Geovana da Silva Pires,07:00,08:50
3196,3460,ENFC30,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL II,010600,5,TER,08:50 às 12:30,Docente não informado pelo Departamento,08:50,12:30
3197,3461,ENFC30,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO INDIVIDUAL II,010600,5,CMB,00:00 às 00:00,Claudia Geovana da Silva Pires,00:00,00:00
3198,3462,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010100,6,SEG,07:00 às 08:50,Selma Ramos de Cerqueira,07:00,08:50
3199,3463,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010100,6,SEG,07:00 às 08:50,Livia Angeli Silva,07:00,08:50
3200,3465,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010200,6,SEG,07:00 às 08:50,Selma Ramos de Cerqueira,07:00,08:50
3201,3466,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010200,6,SEG,07:00 às 08:50,Livia Angeli Silva,07:00,08:50
3202,3467,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010200,6,SEG,08:50 às 12:30,Ednir Assis Souza,08:50,12:30
3203,3468,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010300,6,SEG,07:00 às 08:50,Selma Ramos de Cerqueira,07:00,08:50
3204,3469,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010300,6,SEG,07:00 às 08:50,Livia Angeli Silva,07:00,08:50
3205,3470,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010300,6,SEG,08:50 às 12:30,Handerson Silva Santos,08:50,12:30
3206,3471,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010400,6,SEG,07:00 às 08:50,Selma Ramos de Cerqueira,07:00,08:50
3207,3472,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010400,6,SEG,07:00 às 08:50,Livia Angeli Silva,07:00,08:50
3208,3473,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010400,6,SEG,08:50 às 12:30,Tatiane Araujo dos Santos,08:50,12:30
3209,3474,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010500,6,SEG,07:00 às 08:50,Selma Ramos de Cerqueira,07:00,08:50
3210,3475,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010500,6,SEG,07:00 às 08:50,Livia Angeli Silva,07:00,08:50
3211,3476,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010500,6,SEG,08:50 às 12:30,Melissa Almeida Silva,08:50,12:30
3212,3477,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010600,5,SEG,07:00 às 08:50,Selma Ramos de Cerqueira,07:00,08:50
3213,3478,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010600,5,SEG,07:00 às 08:50,Livia Angeli Silva,07:00,08:50
3214,3479,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010600,5,SEG,08:50 às 12:30,Selma Ramos de Cerqueira,08:50,12:30
3215,3480,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010600,5,CMB,00:00 às 00:00,Docente não informado pelo Departamento,00:00,00:00
3216,3481,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010700,5,SEG,07:00 às 08:50,Selma Ramos de Cerqueira,07:00,08:50
3217,3482,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010700,5,SEG,07:00 às 08:50,Livia Angeli Silva,07:00,08:50
3218,3483,ENFC31,FUNDAMENTOS EM ENFERMAGEM NO CUIDADO EM SAÚDE COLETIVA II,010700,5,SEG,08:50 às 12:30,Thiala Maria Carneiro de Almeida,08:50,12:30
3219,3484,ENFC32,METODOLOGIA DO TRABALHO CIENTÍFICO,010000,40,SEX,07:55 às 09:45,Rosana Maria de Oliveira Silva,07:55,09:45
3220,3485,ENFC33,METODOLOGIA DA PESQUISA I,010000,20,QUI,07:00 às 08:50,Edmeia de Almeida Cardoso Coelho,07:00,08:50
3221,3486,ENFC33,METODOLOGIA DA PESQUISA I,020000,20,QUI,14:50 às 16:40,Jeane Freitas de Oliveira,14:50,16:40
3222,3487,ENFC34,SEMINÁRIOS DE ÉTICA E BIOÉTICA IIA,010000,40,SEX,08:50 às 09:45,Darci de Oliveira Santa Rosa,08:50,09:45
3223,3488,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010100,3,QUI,07:55 às 10:40,Lilian Conceicao Guimaraes de Almeida,07:55,10:40
3224,3489,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010100,3,SEX,07:00 às 08:50,Lilian Conceicao Guimaraes de Almeida,07:00,08:50
3225,3490,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010100,3,SEX,07:00 às 08:50,Millani Souza de Almeida Lessa,07:00,08:50
3226,3491,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010200,4,TER,07:55 às 10:40,Lilian Conceicao Guimaraes de Almeida,07:55,10:40
3227,3492,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010200,4,SEX,07:00 às 08:50,Lilian Conceicao Guimaraes de Almeida,07:00,08:50
3228,3493,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010200,4,SEX,07:00 às 08:50,Millani Souza de Almeida Lessa,07:00,08:50
3229,3494,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010300,4,QUA,07:55 às 10:40,Lilian Conceicao Guimaraes de Almeida,07:55,10:40
3230,3495,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010300,4,SEX,07:00 às 08:50,Lilian Conceicao Guimaraes de Almeida,07:00,08:50
3231,3496,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010300,4,SEX,07:00 às 08:50,Millani Souza de Almeida Lessa,07:00,08:50
3232,3497,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010400,3,QUI,07:55 às 10:40,Telmara Menezes Couto,07:55,10:40
3233,3498,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010400,3,SEX,07:00 às 08:50,Lilian Conceicao Guimaraes de Almeida,07:00,08:50
3234,3499,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010400,3,SEX,07:00 às 08:50,Millani Souza de Almeida Lessa,07:00,08:50
3235,3500,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010500,4,TER,07:55 às 10:40,Telmara Menezes Couto,07:55,10:40
3236,3501,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010500,4,SEX,07:00 às 08:50,Lilian Conceicao Guimaraes de Almeida,07:00,08:50
3237,3502,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010500,4,SEX,07:00 às 08:50,Millani Souza de Almeida Lessa,07:00,08:50
3238,3503,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010600,4,QUA,07:55 às 10:40,Telmara Menezes Couto,07:55,10:40
3239,3504,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010600,4,SEX,07:00 às 08:50,Lilian Conceicao Guimaraes de Almeida,07:00,08:50
3240,3505,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010600,4,SEX,07:00 às 08:50,Millani Souza de Almeida Lessa,07:00,08:50
3241,3506,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010700,3,QUI,07:55 às 10:40,Millani Souza de Almeida Lessa,07:55,10:40
3242,3507,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010700,3,SEX,07:00 às 08:50,Lilian Conceicao Guimaraes de Almeida,07:00,08:50
3243,3508,ENFC35,ENFERMAGEM NO CUIDADO À SAÚDE DA MULHER NA ATENÇÃO BÁSICA,010700,3,SEX,07:00 às 08:50,Millani Souza de Almeida Lessa,07:00,08:50
