Codigo,Disciplina,Turma,Vagas Ofe,Dia,Horario,Docente
ENFC99,AMAMENTAÇÃO E PRÁTICAS DE ALIMENTAÇÃO INFANTIL,010000,30,SEG,13:55 às 17:35,Claudia Nery Teixeira Palombo
ENFD22,ACCS: ABORDAGEM INTERDISCIPLINAR À SAÚDE MENTAL DE ESCOLARES,010100,6,SEG,13:55 às 15:45,Ridalva Dias Felix Martins
ENFD22,ACCS: ABORDAGEM INTERDISCIPLINAR À SAÚDE MENTAL DE ESCOLARES,010100,6,SEG,15:45 às 17:35,Ridalva Dias Felix Martins
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,020900,1,QUI,13:55 às 14:50,Paloma de Castro Brandao
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,020900,1,QUI,14:50 às 16:40,Nadirlene Pereira Gomes
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,021000,3,QUI,13:55 às 14:50,Paloma de Castro Brandao
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,021000,3,QUI,14:50 às 16:40,Paloma de Castro Brandao
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,021000,3,CMB,00:00 às 00:00,Docente não informado pelo Departamento
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,021100,6,QUI,13:55 às 14:50,Paloma de Castro Brandao
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,021100,6,QUI,14:50 às 16:40,Docente Substituto a Contratar
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,021100,6,CMB,00:00 às 00:00,Docente não informado pelo Departamento
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,021200,6,QUI,13:55 às 14:50,Paloma de Castro Brandao
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,021200,6,QUI,14:50 às 16:40,Maria Teresa Brito Mariotti de Santana
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,021200,6,CMB,00:00 às 00:00,Docente não informado pelo Departamento
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,021300,6,QUI,13:55 às 14:50,Paloma de Castro Brandao
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,021300,6,QUI,14:50 às 16:40,Docente Substituto a Contratar
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,021300,6,CMB,00:00 às 00:00,Docente não informado pelo Departamento
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,021400,6,QUI,13:55 às 14:50,Paloma de Castro Brandao
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,021400,6,QUI,14:50 às 16:40,Docente não informado pelo Departamento
ENFD26,URGÊNCIAS E EMERGÊNCIAS NA COMUNIDADE,021400,6,CMB,00:00 às 00:00,Josielson Costa da Silva
ENFD27,"ACCS: MEMÓRIA, ENFERMAGEM E SOCIEDADE",010000,10,QUI,13:55 às 18:30,Docente não informado pelo Departamento
ENFD27,"ACCS: MEMÓRIA, ENFERMAGEM E SOCIEDADE",010000,10,QUI,13:55 às 18:30,Jose Lucio Costa Ramos
ENFD28,ACCS: A ARTE DE LER E CONTAR HISTÓRIAS NO CUIDADO À SAÚDE,010000,5,QUI,13:00 às 16:40,Tania Maria de Oliva Menezes
ENFD28,ACCS: A ARTE DE LER E CONTAR HISTÓRIAS NO CUIDADO À SAÚDE,010000,5,QUI,13:00 às 16:40,Adriana Valeria da Silva Freitas
ENGN94,MAPEAMENTO E COMUNICAÇÃO COMUNITÁRIA COM COMBATE A EPIDEMIAS,010100,2,CMB,00:00 às 23:00,Patricia Lustosa Brito
HACA50,RACIONALIDADES EM SAÚDE:SISTEMAS MÉDICOS E PRÁT.ALTERNATIVAS,010000,2,QUA,13:00 às 16:40,Anamelia Lins e Silva Franco
HACE82,"ACCS: REDUÇÃO DE DANOS, SAÚDE E CIDADANIA",010100,2,SEX,13:55 às 17:35,Vania Sampaio Alves
HACE82,"ACCS: REDUÇÃO DE DANOS, SAÚDE E CIDADANIA",010100,2,SAB,08:50 às 12:30,Vania Sampaio Alves
ICS052,BIOQUÍMICA III,010100,15,TER,07:55 às 09:45,Joana Paixao Monteiro Cunha
ICS052,BIOQUÍMICA III,010100,15,TER,09:45 às 11:35,Joana Paixao Monteiro Cunha
ICS052,BIOQUÍMICA III,010200,13,TER,07:55 às 09:45,Joana Paixao Monteiro Cunha
ICS052,BIOQUÍMICA III,010200,13,QUA,07:55 às 09:45,Joana Paixao Monteiro Cunha
ICS052,BIOQUÍMICA III,010300,13,TER,07:55 às 09:45,Joana Paixao Monteiro Cunha
ICS052,BIOQUÍMICA III,010300,13,QUA,09:45 às 11:35,Joana Paixao Monteiro Cunha
ICS052,BIOQUÍMICA III,010400,13,TER,07:55 às 09:45,Joana Paixao Monteiro Cunha
ICS052,BIOQUÍMICA III,010400,13,QUA,07:55 às 09:45,Juliana Sacramento Mota de Souza
ICS052,BIOQUÍMICA III,010500,13,TER,07:55 às 09:45,Joana Paixao Monteiro Cunha
ICS052,BIOQUÍMICA III,010500,13,QUA,09:45 às 11:35,Juliana Sacramento Mota de Souza
ICS066,BIOFISICA IV,010100,15,QUA,07:00 às 08:50,Vitor Antonio Fortuna
ICS066,BIOFISICA IV,010100,15,QUA,08:50 às 10:40,Vitor Antonio Fortuna
ICS066,BIOFISICA IV,010200,15,QUA,07:00 às 08:50,Vitor Antonio Fortuna
ICS066,BIOFISICA IV,010200,15,QUA,10:40 às 12:30,Vitor Antonio Fortuna
ICS066,BIOFISICA IV,010300,10,QUA,07:00 às 08:50,Vitor Antonio Fortuna
ICS066,BIOFISICA IV,010300,10,QUI,07:55 às 09:45,Vitor Antonio Fortuna
ICSA97,MICROBIOLOGIA II,010100,10,QUA,13:00 às 14:50,Monica Pereira Franca
ICSA97,MICROBIOLOGIA II,010100,10,QUA,14:50 às 15:45,Monica Pereira Franca
ICSA97,MICROBIOLOGIA II,010100,10,QUI,08:50 às 09:45,Monica Pereira Franca
ICSA97,MICROBIOLOGIA II,010200,10,QUA,13:00 às 14:50,Monica Pereira Franca
ICSA97,MICROBIOLOGIA II,010200,10,QUA,14:50 às 15:45,Lilia Ferreira de Moura Costa
ICSA97,MICROBIOLOGIA II,010200,10,QUI,08:50 às 09:45,Lilia Ferreira de Moura Costa
ICSA97,MICROBIOLOGIA II,010300,10,QUA,13:00 às 14:50,Monica Pereira Franca
ICSA97,MICROBIOLOGIA II,010300,10,QUA,15:45 às 16:40,Monica Pereira Franca
ICSA97,MICROBIOLOGIA II,010300,10,QUI,09:45 às 10:40,Monica Pereira Franca
ICSA97,MICROBIOLOGIA II,010400,10,QUA,13:00 às 14:50,Monica Pereira Franca
ICSA97,MICROBIOLOGIA II,010400,10,QUA,15:45 às 16:40,Lilia Ferreira de Moura Costa
ICSA97,MICROBIOLOGIA II,010400,10,QUI,09:45 às 10:40,Lilia Ferreira de Moura Costa
ICSA97,MICROBIOLOGIA II,010500,10,QUA,13:00 às 14:50,Monica Pereira Franca
ICSA97,MICROBIOLOGIA II,010500,10,QUA,16:40 às 17:35,Monica Pereira Franca
ICSA97,MICROBIOLOGIA II,010500,10,QUI,10:40 às 11:35,Monica Pereira Franca
ICSA97,MICROBIOLOGIA II,010600,10,QUA,13:00 às 14:50,Monica Pereira Franca
ICSA97,MICROBIOLOGIA II,010600,10,QUA,16:40 às 17:35,Lilia Ferreira de Moura Costa
ICSA97,MICROBIOLOGIA II,010600,10,QUI,10:40 às 11:35,Lilia Ferreira de Moura Costa
ICSA98,IMUNOLOGIA BÁSICA II,010100,20,SEX,07:00 às 08:50,Silvana Beutinger Marchioro
ICSA98,IMUNOLOGIA BÁSICA II,010100,20,SEX,08:50 às 09:45,Silvana Beutinger Marchioro
ICSA98,IMUNOLOGIA BÁSICA II,010200,25,SEX,07:00 às 08:50,Silvana Beutinger Marchioro
ICSA98,IMUNOLOGIA BÁSICA II,010200,25,SEX,09:45 às 10:40,Silvana Beutinger Marchioro
ICSB04,ANATOMIA HUMANA APLICADA A ENFERMAGEM,010100,25,QUA,13:55 às 15:45,Thais Silva Peleteiro
ICSB04,ANATOMIA HUMANA APLICADA A ENFERMAGEM,010100,25,QUA,15:45 às 17:35,Samuel Barbosa Camargo
ICSB04,ANATOMIA HUMANA APLICADA A ENFERMAGEM,010200,25,QUA,13:55 às 15:45,Thais Silva Peleteiro
ICSB04,ANATOMIA HUMANA APLICADA A ENFERMAGEM,010200,25,QUA,15:45 às 17:35,Thais Silva Peleteiro
ICSB05,FISIOLOGIA HUMANA APLICADA A ENFERMAGEM,010100,15,SEG,07:00 às 08:50,Monica Serra
ICSB05,FISIOLOGIA HUMANA APLICADA A ENFERMAGEM,010100,15,SEG,08:50 às 10:40,Giselle Calasans de Souza Costa
ICSB05,FISIOLOGIA HUMANA APLICADA A ENFERMAGEM,010200,15,SEG,07:00 às 08:50,Monica Serra
ICSB05,FISIOLOGIA HUMANA APLICADA A ENFERMAGEM,010200,15,SEG,08:50 às 10:40,Rejane Conceicao Santana
ICSB05,FISIOLOGIA HUMANA APLICADA A ENFERMAGEM,010300,15,SEG,07:00 às 08:50,Monica Serra
ICSB05,FISIOLOGIA HUMANA APLICADA A ENFERMAGEM,010300,15,SEG,10:40 às 12:30,Darizy Flavia Silva Amorim de Vasconcelo
ICSB06,HISTOLOGIA HUMANA APLICADA A ENFERMAGEM,010100,13,TER,07:00 às 08:50,Marcos Borges Ribeiro
ICSB06,HISTOLOGIA HUMANA APLICADA A ENFERMAGEM,010100,13,TER,10:40 às 12:30,Marcos Borges Ribeiro
ICSB06,HISTOLOGIA HUMANA APLICADA A ENFERMAGEM,010200,12,TER,07:00 às 08:50,Marcio Cajazeira Aguiar
ICSB06,HISTOLOGIA HUMANA APLICADA A ENFERMAGEM,010200,12,TER,10:40 às 12:30,Marcos Borges Ribeiro
ICSB06,HISTOLOGIA HUMANA APLICADA A ENFERMAGEM,010300,13,TER,08:50 às 10:40,Marcos Borges Ribeiro
ICSB06,HISTOLOGIA HUMANA APLICADA A ENFERMAGEM,010300,13,TER,10:40 às 12:30,Marcos Borges Ribeiro
ICSB06,HISTOLOGIA HUMANA APLICADA A ENFERMAGEM,010400,12,TER,08:50 às 10:40,Marcio Cajazeira Aguiar
ICSB06,HISTOLOGIA HUMANA APLICADA A ENFERMAGEM,010400,12,TER,10:40 às 12:30,Marcos Borges Ribeiro
ICSB07,FARMACOLOGIA APLICADA À ENFERMAGEM I,010000,50,SEX,10:40 às 12:30,Ryan dos Santos Costa
ICSB13,PATOLOGIA GERAL APLICADA À ENFERMAGEM,010100,15,QUI,08:50 às 10:40,Fulvio Borges Miguel
ICSB13,PATOLOGIA GERAL APLICADA À ENFERMAGEM,010100,15,QUI,10:40 às 12:30,Fulvio Borges Miguel
ICSB13,PATOLOGIA GERAL APLICADA À ENFERMAGEM,010200,15,QUI,08:50 às 10:40,Fulvio Borges Miguel
ICSB13,PATOLOGIA GERAL APLICADA À ENFERMAGEM,010200,15,QUI,10:40 às 12:30,Alena Ribeiro Alves Peixoto Medrado
ICSB13,PATOLOGIA GERAL APLICADA À ENFERMAGEM,010300,15,QUI,08:50 às 10:40,Fulvio Borges Miguel
ICSB13,PATOLOGIA GERAL APLICADA À ENFERMAGEM,010300,15,QUI,10:40 às 12:30,Maria Clara Barretto de Freitas Melro Br
ICSB14,FARMACOLOGIA APLICADA A ENFERMAGEM II,010000,40,SEX,10:40 às 12:30,Tatiane de Oliveira Teixeira Muniz Carle
ICSB23,PARASITOLOGIA HUMANA III,010100,12,QUA,07:55 às 09:45,Adriano Figueiredo Monte Alegre
ICSB23,PARASITOLOGIA HUMANA III,010100,12,QUI,11:35 às 12:30,Adriano Figueiredo Monte Alegre
ICSB23,PARASITOLOGIA HUMANA III,010100,12,SEX,11:35 às 12:30,Joao Carlos Marques Ponte
ICSB23,PARASITOLOGIA HUMANA III,010200,12,QUA,07:55 às 09:45,Joao Carlos Marques Ponte
ICSB23,PARASITOLOGIA HUMANA III,010200,12,QUI,11:35 às 12:30,Adriano Figueiredo Monte Alegre
ICSB23,PARASITOLOGIA HUMANA III,010200,12,SEX,11:35 às 12:30,Joao Carlos Marques Ponte
ICSB23,PARASITOLOGIA HUMANA III,010300,12,QUA,07:55 às 09:45,Nicolaus Albert Borges Schriefer
ICSB23,PARASITOLOGIA HUMANA III,010300,12,QUI,11:35 às 12:30,Adriano Figueiredo Monte Alegre
ICSB23,PARASITOLOGIA HUMANA III,010300,12,SEX,11:35 às 12:30,Joao Carlos Marques Ponte
ICSB23,PARASITOLOGIA HUMANA III,010400,12,QUA,09:45 às 11:35,Adriano Figueiredo Monte Alegre
ICSB23,PARASITOLOGIA HUMANA III,010400,12,QUI,11:35 às 12:30,Adriano Figueiredo Monte Alegre
ICSB23,PARASITOLOGIA HUMANA III,010400,12,SEX,11:35 às 12:30,Joao Carlos Marques Ponte
ICSB23,PARASITOLOGIA HUMANA III,010500,12,QUA,09:45 às 11:35,Nicolaus Albert Borges Schriefer
ICSB23,PARASITOLOGIA HUMANA III,010500,12,QUI,11:35 às 12:30,Adriano Figueiredo Monte Alegre
ICSB23,PARASITOLOGIA HUMANA III,010500,12,SEX,11:35 às 12:30,Joao Carlos Marques Ponte
ICSF57,MARCADORES SANGUÍNEOS APLICADOS À FISIOLOGIA DOS ÓRGÃOS,010000,10,QUA,09:45 às 11:35,Alex Jose Leite Torres
ICSG27,BIOMATERIAIS EM APLICAÇÕES BIOMÉDICAS,000100,10,TER,14:50 às 17:35,Fulvio Borges Miguel
IPSC70,PSICOLOGIA APLICADA A SAÚDE,010000,40,QUA,13:55 às 16:40,Suzana Rosa de Almeida
ISCA02,TESC - ENFOQUES EM GENERO E SAUDE,010000,2,QUI,15:45 às 17:35,Ana Paula dos Reis
ISCA82,EPIDEMIOLOGIA I,030300,19,QUA,07:00 às 08:50,Federico Costa
ISCA82,EPIDEMIOLOGIA I,030300,19,QUA,08:50 às 10:40,Federico Costa
ISCA82,EPIDEMIOLOGIA I,040400,9,QUA,07:00 às 08:50,Cleber Cremonese
ISCA82,EPIDEMIOLOGIA I,040400,9,QUA,08:50 às 10:40,Cleber Cremonese
ISCB38,AMBIENTE E SAÚDE COLETIVA,010000,2,SEG,16:40 às 18:30,Ismael Henrique da Silveira
MATD03,ESTATÍSTICA APLICADA À SAÚDE,020000,28,TER,13:55 às 16:40,Helder Paulo Zacharias
MATF89,ACCS: ESTATÍSTICA E HORTAS DOMÉSTICAS,010100,3,SAB,08:50 às 09:45,Docente não informado pelo Departamento
MATF89,ACCS: ESTATÍSTICA E HORTAS DOMÉSTICAS,010100,3,SAB,09:45 às 11:35,Docente não informado pelo Departamento
NUT150,INTRODUÇÃO À NUTRIÇÃO,010000,50,TER,15:45 às 17:35,Julia Carvalho Andrade
BIOC07,ATIVIDADE INTERDISCIPLINAR,100000,2,QUA,14:50 às 16:40,Paula Carvalhal Lage Von Buettner Ristow
BIOC07,ATIVIDADE INTERDISCIPLINAR,120000,1,QUI,07:55 às 09:45,Sandeep Tiwari
BIOC07,ATIVIDADE INTERDISCIPLINAR,130000,1,QUI,07:55 às 09:45,Docente Concursado
FAR004,ORGANIZAÇÃO EMPRESARIAL DE FARMÁCIA E DROGARIA,010000,45,SEG,18:30 às 21:15,Edimar Caetite Junior
FAR100,FARMACOGNOSIA,010100,11,SEG,08:50 às 10:40,Douglas Fernando Rambo
FAR100,FARMACOGNOSIA,010100,11,SEG,08:50 às 10:40,Ademir Evangelista do Vale
FAR100,FARMACOGNOSIA,010100,11,TER,14:50 às 16:40,Douglas Fernando Rambo
FAR100,FARMACOGNOSIA,010200,11,SEG,08:50 às 10:40,Douglas Fernando Rambo
FAR100,FARMACOGNOSIA,010200,11,SEG,08:50 às 10:40,Ademir Evangelista do Vale
FAR100,FARMACOGNOSIA,010200,11,SEG,10:40 às 12:30,Douglas Fernando Rambo
FAR100,FARMACOGNOSIA,010300,12,SEG,08:50 às 10:40,Douglas Fernando Rambo
FAR100,FARMACOGNOSIA,010300,12,SEG,08:50 às 10:40,Ademir Evangelista do Vale
FAR100,FARMACOGNOSIA,010300,12,TER,07:00 às 08:50,Ademir Evangelista do Vale
FAR100,FARMACOGNOSIA,010400,12,SEG,08:50 às 10:40,Douglas Fernando Rambo
FAR100,FARMACOGNOSIA,010400,12,SEG,08:50 às 10:40,Ademir Evangelista do Vale
FAR100,FARMACOGNOSIA,010400,12,TER,08:50 às 10:40,Ademir Evangelista do Vale
FAR100,FARMACOGNOSIA,010500,12,SEG,08:50 às 10:40,Douglas Fernando Rambo
FAR100,FARMACOGNOSIA,010500,12,SEG,08:50 às 10:40,Ademir Evangelista do Vale
FAR100,FARMACOGNOSIA,010500,12,TER,10:40 às 12:30,Ademir Evangelista do Vale
FAR100,FARMACOGNOSIA,010600,11,SEG,08:50 às 10:40,Douglas Fernando Rambo
FAR100,FARMACOGNOSIA,010600,11,SEG,08:50 às 10:40,Ademir Evangelista do Vale
FAR100,FARMACOGNOSIA,010600,11,TER,13:00 às 14:50,Douglas Fernando Rambo
FAR101,FARMACOGNOSIA II,010100,11,QUI,08:50 às 10:40,Renata Biegelmeyer da Silva Rambo
FAR101,FARMACOGNOSIA II,010100,11,QUI,13:00 às 14:50,Renata Biegelmeyer da Silva Rambo
FAR101,FARMACOGNOSIA II,010200,11,QUI,08:50 às 10:40,Renata Biegelmeyer da Silva Rambo
FAR101,FARMACOGNOSIA II,010200,11,QUI,14:50 às 16:40,Renata Biegelmeyer da Silva Rambo
FAR101,FARMACOGNOSIA II,010300,11,QUI,08:50 às 10:40,Renata Biegelmeyer da Silva Rambo
FAR101,FARMACOGNOSIA II,010300,11,SEX,08:50 às 10:40,Gloria Narjara Santos da Silva
FAR101,FARMACOGNOSIA II,010400,11,QUI,08:50 às 10:40,Renata Biegelmeyer da Silva Rambo
FAR101,FARMACOGNOSIA II,010400,11,SEX,10:40 às 12:30,Gloria Narjara Santos da Silva
FAR101,FARMACOGNOSIA II,010500,11,TER,10:40 às 12:30,Renata Biegelmeyer da Silva Rambo
FAR101,FARMACOGNOSIA II,010500,11,QUI,08:50 às 10:40,Renata Biegelmeyer da Silva Rambo
FAR107,DEONTOLOGIA E LEGISLAÇÃO FARMACÊUTICA,010000,50,TER,09:45 às 11:35,Genario Oliveira Santos Junior
FAR110,BIOQUÍMICA CLÍNICA,010100,10,SEG,14:50 às 16:40,Ernesto Pereira de Oliveira
FAR110,BIOQUÍMICA CLÍNICA,010100,10,SEX,08:50 às 10:40,Ricardo David Couto
FAR110,BIOQUÍMICA CLÍNICA,010100,10,SEX,08:50 às 10:40,Ernesto Pereira de Oliveira
FAR110,BIOQUÍMICA CLÍNICA,010200,10,SEG,16:40 às 18:30,Ernesto Pereira de Oliveira
FAR110,BIOQUÍMICA CLÍNICA,010200,10,SEX,08:50 às 10:40,Ricardo David Couto
FAR110,BIOQUÍMICA CLÍNICA,010200,10,SEX,08:50 às 10:40,Ernesto Pereira de Oliveira
FAR110,BIOQUÍMICA CLÍNICA,010300,10,TER,14:50 às 16:40,Ricardo David Couto
FAR110,BIOQUÍMICA CLÍNICA,010300,10,SEX,08:50 às 10:40,Ricardo David Couto
FAR110,BIOQUÍMICA CLÍNICA,010300,10,SEX,08:50 às 10:40,Ernesto Pereira de Oliveira
FAR110,BIOQUÍMICA CLÍNICA,010400,10,TER,16:40 às 18:30,Ricardo David Couto
FAR110,BIOQUÍMICA CLÍNICA,010400,10,SEX,08:50 às 10:40,Ricardo David Couto
FAR110,BIOQUÍMICA CLÍNICA,010400,10,SEX,08:50 às 10:40,Ernesto Pereira de Oliveira
FAR110,BIOQUÍMICA CLÍNICA,010500,10,QUI,14:50 às 16:40,Cynara Gomes Barbosa
FAR110,BIOQUÍMICA CLÍNICA,010500,10,SEX,08:50 às 10:40,Ricardo David Couto
FAR110,BIOQUÍMICA CLÍNICA,010500,10,SEX,08:50 às 10:40,Ernesto Pereira de Oliveira
FAR110,BIOQUÍMICA CLÍNICA,010600,10,SEX,07:00 às 08:50,Ernesto Pereira de Oliveira
FAR110,BIOQUÍMICA CLÍNICA,010600,10,SEX,08:50 às 10:40,Ricardo David Couto
FAR110,BIOQUÍMICA CLÍNICA,010600,10,SEX,08:50 às 10:40,Ernesto Pereira de Oliveira
FAR110,BIOQUÍMICA CLÍNICA,010900,10,QUI,16:40 às 18:30,Ernesto Pereira de Oliveira
FAR110,BIOQUÍMICA CLÍNICA,010900,10,SEX,08:50 às 10:40,Ricardo David Couto
FAR110,BIOQUÍMICA CLÍNICA,010900,10,SEX,08:50 às 10:40,Ernesto Pereira de Oliveira
FAR112,PARASITOLOGIA CLINICA,010100,10,SEG,09:45 às 12:30,Marcia Cristina Aquino Teixeira
FAR112,PARASITOLOGIA CLINICA,010100,10,TER,07:00 às 08:50,Docente Concursado
FAR112,PARASITOLOGIA CLINICA,010100,10,TER,07:00 às 08:50,Neci Matos Soares
FAR112,PARASITOLOGIA CLINICA,010100,10,TER,07:00 às 08:50,Marcia Cristina Aquino Teixeira
FAR112,PARASITOLOGIA CLINICA,010200,10,SEG,13:00 às 15:45,Neci Matos Soares
FAR112,PARASITOLOGIA CLINICA,010200,10,SEG,13:00 às 15:45,Marcia Cristina Aquino Teixeira
FAR112,PARASITOLOGIA CLINICA,010200,10,TER,07:00 às 08:50,Docente Concursado
FAR112,PARASITOLOGIA CLINICA,010200,10,TER,07:00 às 08:50,Neci Matos Soares
FAR112,PARASITOLOGIA CLINICA,010200,10,TER,07:00 às 08:50,Marcia Cristina Aquino Teixeira
FAR112,PARASITOLOGIA CLINICA,010300,10,TER,07:00 às 08:50,Docente Concursado
FAR112,PARASITOLOGIA CLINICA,010300,10,TER,07:00 às 08:50,Neci Matos Soares
FAR112,PARASITOLOGIA CLINICA,010300,10,TER,07:00 às 08:50,Marcia Cristina Aquino Teixeira
FAR112,PARASITOLOGIA CLINICA,010300,10,TER,09:45 às 12:30,Neci Matos Soares
FAR112,PARASITOLOGIA CLINICA,010400,10,TER,07:00 às 08:50,Docente Concursado
FAR112,PARASITOLOGIA CLINICA,010400,10,TER,07:00 às 08:50,Neci Matos Soares
FAR112,PARASITOLOGIA CLINICA,010400,10,TER,07:00 às 08:50,Marcia Cristina Aquino Teixeira
FAR112,PARASITOLOGIA CLINICA,010400,10,QUI,13:00 às 15:45,Docente Concursado
FAR112,PARASITOLOGIA CLINICA,010400,10,QUI,13:00 às 15:45,Marcia Cristina Aquino Teixeira
FAR112,PARASITOLOGIA CLINICA,010500,10,TER,07:00 às 08:50,Docente Concursado
FAR112,PARASITOLOGIA CLINICA,010500,10,TER,07:00 às 08:50,Neci Matos Soares
FAR112,PARASITOLOGIA CLINICA,010500,10,TER,07:00 às 08:50,Marcia Cristina Aquino Teixeira
FAR112,PARASITOLOGIA CLINICA,010500,10,SEX,08:50 às 11:35,Docente Concursado
FAR112,PARASITOLOGIA CLINICA,010500,10,SEX,08:50 às 11:35,Marcia Cristina Aquino Teixeira
FAR113,CITOLOGIA CLÍNICA,010100,15,TER,07:00 às 08:50,Ana Karina Barros de Souza
FAR113,CITOLOGIA CLÍNICA,010100,15,TER,08:50 às 10:40,Ana Karina Barros de Souza
FAR113,CITOLOGIA CLÍNICA,010200,15,TER,08:50 às 10:40,Ana Karina Barros de Souza
FAR113,CITOLOGIA CLÍNICA,010200,15,QUA,07:00 às 08:50,Ana Karina Barros de Souza
FAR113,CITOLOGIA CLÍNICA,010300,15,TER,08:50 às 10:40,Ana Karina Barros de Souza
FAR113,CITOLOGIA CLÍNICA,010300,15,QUA,08:50 às 10:40,Ana Karina Barros de Souza
FAR117,MICOLOGIA CLINICA,010100,8,SEG,13:00 às 14:50,Tania Fraga Barros
FAR117,MICOLOGIA CLINICA,010100,8,QUA,15:45 às 17:35,Tania Fraga Barros
FAR117,MICOLOGIA CLINICA,010200,8,SEG,14:50 às 16:40,Tania Fraga Barros
FAR117,MICOLOGIA CLINICA,010200,8,QUA,15:45 às 17:35,Tania Fraga Barros
FAR117,MICOLOGIA CLINICA,010300,8,SEG,16:40 às 18:30,Tania Fraga Barros
FAR117,MICOLOGIA CLINICA,010300,8,QUA,15:45 às 17:35,Tania Fraga Barros
FAR119,FARMACIA HOSPITALAR,010100,50,QUI,13:00 às 13:55,Lindemberg Assuncao Costa
FAR119,FARMACIA HOSPITALAR,010100,50,QUI,13:55 às 17:35,Lindemberg Assuncao Costa
FAR141,QUIMICA FARMACEUTICA III,010100,10,QUA,10:40 às 12:30,Gloria Narjara Santos da Silva
FAR141,QUIMICA FARMACEUTICA III,010100,10,QUA,10:40 às 12:30,Samuel Silva da Rocha Pita
FAR141,QUIMICA FARMACEUTICA III,010100,10,QUI,07:00 às 08:50,Humberto Fonseca de Freitas
FAR141,QUIMICA FARMACEUTICA III,010100,10,QUI,15:45 às 17:35,Gloria Narjara Santos da Silva
FAR141,QUIMICA FARMACEUTICA III,010100,10,QUI,15:45 às 17:35,Samuel Silva da Rocha Pita
FAR141,QUIMICA FARMACEUTICA III,010200,10,QUA,10:40 às 12:30,Gloria Narjara Santos da Silva
FAR141,QUIMICA FARMACEUTICA III,010200,10,QUA,10:40 às 12:30,Samuel Silva da Rocha Pita
FAR141,QUIMICA FARMACEUTICA III,010200,10,QUI,08:50 às 10:40,Humberto Fonseca de Freitas
FAR141,QUIMICA FARMACEUTICA III,010200,10,QUI,15:45 às 17:35,Gloria Narjara Santos da Silva
FAR141,QUIMICA FARMACEUTICA III,010200,10,QUI,15:45 às 17:35,Samuel Silva da Rocha Pita
FAR141,QUIMICA FARMACEUTICA III,010300,10,QUA,10:40 às 12:30,Gloria Narjara Santos da Silva
FAR141,QUIMICA FARMACEUTICA III,010300,10,QUA,10:40 às 12:30,Samuel Silva da Rocha Pita
FAR141,QUIMICA FARMACEUTICA III,010300,10,QUI,10:40 às 12:30,Humberto Fonseca de Freitas
FAR141,QUIMICA FARMACEUTICA III,010300,10,QUI,15:45 às 17:35,Gloria Narjara Santos da Silva
FAR141,QUIMICA FARMACEUTICA III,010300,10,QUI,15:45 às 17:35,Samuel Silva da Rocha Pita
FAR141,QUIMICA FARMACEUTICA III,010400,10,TER,13:00 às 14:50,Humberto Fonseca de Freitas
FAR141,QUIMICA FARMACEUTICA III,010400,10,QUA,10:40 às 12:30,Gloria Narjara Santos da Silva
FAR141,QUIMICA FARMACEUTICA III,010400,10,QUA,10:40 às 12:30,Samuel Silva da Rocha Pita
FAR141,QUIMICA FARMACEUTICA III,010400,10,QUI,15:45 às 17:35,Gloria Narjara Santos da Silva
FAR141,QUIMICA FARMACEUTICA III,010400,10,QUI,15:45 às 17:35,Samuel Silva da Rocha Pita
FAR141,QUIMICA FARMACEUTICA III,010500,10,TER,14:50 às 16:40,Gloria Narjara Santos da Silva
FAR141,QUIMICA FARMACEUTICA III,010500,10,TER,14:50 às 16:40,Humberto Fonseca de Freitas
FAR141,QUIMICA FARMACEUTICA III,010500,10,QUA,10:40 às 12:30,Gloria Narjara Santos da Silva
FAR141,QUIMICA FARMACEUTICA III,010500,10,QUA,10:40 às 12:30,Samuel Silva da Rocha Pita
FAR141,QUIMICA FARMACEUTICA III,010500,10,QUI,15:45 às 17:35,Gloria Narjara Santos da Silva
FAR141,QUIMICA FARMACEUTICA III,010500,10,QUI,15:45 às 17:35,Samuel Silva da Rocha Pita
FAR141,QUIMICA FARMACEUTICA III,010600,10,TER,16:40 às 18:30,Humberto Fonseca de Freitas
FAR141,QUIMICA FARMACEUTICA III,010600,10,QUA,10:40 às 12:30,Gloria Narjara Santos da Silva
